image name (matching Raise-1k),Prompt,Midjourney aspect ratio,Midjourney image choice,Glide/SD 1.x CFG scale,SD14 scale,Glide upsample temperature,Glide choice,SD 1.3 choice,SD 1.4 choice,sd2 resolution,sdxl width,sdxl height,sd2/sdxl steps,sd2/sdxl sampler,sd2/sdxl guider,sd2/sdxl guidance if vanilla scale,sdxl use refiner?,sdxl refiner steps,sdxl refiner sampler,sdxl refiner guider,sdxl refiner guidance if vanilla scale,sdxl finish denoising,dalle3 ar (not guaranteed),Firefly styles,Firefly aspect ratio,Firefly guide strength,Firefly creativity,Firefly exif mode,Firefly manual exif aperture,Firefly manual exif shutter speed,Firefly manual exif FOV,Firefly generation URL
r12d4cabat,"There are many trees that are blooming along the side of the road, running through Italian town, many people walking about, pear.",89:134,1,8.283148959,8.283148959,0.996,2,4,2,768,960,1088,37,EulerAncestralSampler,IdentityGuider,,TRUE,39,EulerEDMSampler,IdentityGuider,,TRUE,16:9,bokeh+misty+misty+grainy_film,square,100,3,manual,8,0.016,185,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+are+many+trees+that+are+blooming+along+the+side+of+the+road%2C+running+through+Italian+town%2C+many+people+walking+about%2C+pear.&modelInputVersion=v2&aspectRatio=square&creativity=3&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A8%2C""focal_length""%3A185%2C""shutter_speed""%3A0.016}}&style=bokeh&style=misty&style=misty&style=grainy_film"
r12daa983t,"There is a view of a city from a hill with a clock tower, scutari, landscape from a car window, of course, in summer, lots of buildings, sage, rose, wideshot, limestone, in the morning, very well detailed, indigo, train, bubble, clear day.",125:188,1,4.460442339,4.460442339,0.999,3,2,2,768,1408,704,35,EulerEDMSampler,VanillaCFG,4.732035166,TRUE,42,EulerAncestralSampler,VanillaCFG,8.606886862,FALSE,4:3,shallow_depth_of_field,portrait,0,3,manual,1.4,1,274,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+view+of+a+city+from+a+hill+with+a+clock+tower%2C+scutari%2C+landscape+from+a+car+window%2C+of+course%2C+in+summer%2C+lots+of+buildings%2C+sage%2C+rose%2C+wideshot%2C+limestone%2C+in+the+morning%2C+very+well+detailed%2C+indigo%2C+train%2C+bubble%2C+clear+day.&modelInputVersion=v2&aspectRatio=portrait&creativity=3&guideStrength=0&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.4%2C""focal_length""%3A274%2C""shutter_speed""%3A1}}&style=shallow_depth_of_field"
r12e170d4t,"There is a stone bridge that leads to a stone wall, lourmarin, sparse bare trees, florentine school, vulcano, back-shot, photography.",51:77,2,2.99709416,2.99709416,0.998,3,5,2,512,1600,640,47,EulerEDMSampler,VanillaCFG,2.498004217,TRUE,42,LinearMultistepSampler,VanillaCFG,1.804532068,FALSE,9:16,minimalism,landscape,50,7,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+stone+bridge+that+leads+to+a+stone+wall%2C+lourmarin%2C+sparse+bare+trees%2C+florentine+school%2C+vulcano%2C+back-shot%2C+photography.&modelInputVersion=v2&aspectRatio=landscape&creativity=7&guideStrength=50&exif={""mode""%3A""auto""}&style=minimalism"
r12ed2816t,"Mountains in the distance behind a city street with a river running through it, chalet, armani.",77:51,4,8.735954325,8.735954325,0.996,3,1,3,768,1088,960,45,DPMPP2SAncestralSampler,IdentityGuider,,FALSE,,,,,,1:2,monochromatic+shot_from_above,portrait,100,2,manual,16,10,104,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=Mountains+in+the+distance+behind+a+city+street+with+a+river+running+through+it%2C+chalet%2C+armani.&modelInputVersion=v2&aspectRatio=portrait&creativity=2&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A16%2C""focal_length""%3A104%2C""shutter_speed""%3A10}}&style=monochromatic&style=shot_from_above"
r12f02af5t,"There is a small cafe with tables and chairs in front of a building, history drama, traveling in France, war theatre, creamy, canopy, very appealing, charles, cheery, theater, day light.",134:89,2,7.268999712,7.268999712,0.997,2,4,3,512,1280,768,42,LinearMultistepSampler,VanillaCFG,3.624512965,TRUE,41,EulerEDMSampler,VanillaCFG,5.104512623,TRUE,4:5,dramatic_light,square,100,2,manual,8,0.016,283,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+small+cafe+with+tables+and+chairs+in+front+of+a+building%2C+history+drama%2C+traveling+in+France%2C+war+theatre%2C+creamy%2C+canopy%2C+very+appealing%2C+charles%2C+cheery%2C+theater%2C+day+light.&modelInputVersion=v2&aspectRatio=square&creativity=2&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A8%2C""focal_length""%3A283%2C""shutter_speed""%3A0.016}}&style=dramatic_light"
r12f3bbfat,"There is a large body of water with a lot of water in it, algae, alpine scenery, full-length photo, forest floor, hay, acid pooling inside, malt.",77:51,1,3.633106756,3.633106756,0.995,1,1,3,768,768,1344,49,DPMPP2MSampler,VanillaCFG,6.390249152,TRUE,39,LinearMultistepSampler,VanillaCFG,7.857717797,TRUE,4:5,dark+warm_colors+shot_from_above,portrait,0,4,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+large+body+of+water+with+a+lot+of+water+in+it%2C+algae%2C+alpine+scenery%2C+full-length+photo%2C+forest+floor%2C+hay%2C+acid+pooling+inside%2C+malt.&modelInputVersion=v2&aspectRatio=portrait&creativity=4&guideStrength=0&exif={""mode""%3A""auto""}&style=dark&style=warm_colors&style=shot_from_above"
r1301676dt,"There are many white flowers with green leaves and a bee, in the morning light, topaz, 3 pm, extremely contrast, full sun.",77:51,4,8.490976498,8.490976498,0.999,4,0,3,768,832,1216,40,DPMPP2MSampler,IdentityGuider,,FALSE,,,,,,3:2,bw+wide_angle,square,100,8,manual,22,0.066,226,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+are+many+white+flowers+with+green+leaves+and+a+bee%2C+in+the+morning+light%2C+topaz%2C+3+pm%2C+extremely+contrast%2C+full+sun.&modelInputVersion=v2&aspectRatio=square&creativity=8&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A22%2C""focal_length""%3A226%2C""shutter_speed""%3A0.066}}&style=bw&style=wide_angle"
r13073518t,"There is a bridge over a river in front of a building, fancy medieval architecture, beautiful weather, flowing mucus, belle epoque, travel guide, museum of art, full picture, medieval period.",134:89,2,4.304732044,4.304732044,0.999,2,0,3,512,1344,768,32,HeunEDMSampler,VanillaCFG,2.957323351,TRUE,39,DPMPP2MSampler,VanillaCFG,7.567480968,FALSE,9:16,otherworldly_depiction,portrait,0,3,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+bridge+over+a+river+in+front+of+a+building%2C+fancy+medieval+architecture%2C+beautiful+weather%2C+flowing+mucus%2C+belle+epoque%2C+travel+guide%2C+museum+of+art%2C+full+picture%2C+medieval+period.&modelInputVersion=v2&aspectRatio=portrait&creativity=3&guideStrength=0&exif={""mode""%3A""auto""}&style=otherworldly_depiction"
r131a8f7et,"People walking in front of a large white building with a clock tower, alpine architecture, yellow awning, villa, peaks, high quality image, entrance, musical, food photo.",51:77,1,7.186329009,7.186329009,0.996,2,1,3,512,1344,768,46,EulerAncestralSampler,IdentityGuider,,TRUE,39,EulerEDMSampler,VanillaCFG,,TRUE,9:16,otherworldly_depiction+macrophotography,landscape,100,3,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=People+walking+in+front+of+a+large+white+building+with+a+clock+tower%2C+alpine+architecture%2C+yellow+awning%2C+villa%2C+peaks%2C+high+quality+image%2C+entrance%2C+musical%2C+food+photo.&modelInputVersion=v2&aspectRatio=landscape&creativity=3&guideStrength=100&exif={""mode""%3A""auto""}&style=otherworldly_depiction&style=macrophotography"
r1322c4d6t,"People walking around a plaza with a dog on a leash, january 20th, architecture in the background, museum picture, black domes and spires, far away and close camera shots, lovely woman.",77:51,1,7.047791473,7.047791473,0.999,3,2,3,768,1024,1024,48,EulerEDMSampler,VanillaCFG,4.328466558,TRUE,38,LinearMultistepSampler,VanillaCFG,1.562193651,TRUE,1:1,harsh_light,widescreen,69,7,manual,16,0.016,273,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=People+walking+around+a+plaza+with+a+dog+on+a+leash%2C+january+20th%2C+architecture+in+the+background%2C+museum+picture%2C+black+domes+and+spires%2C+far+away+and+close+camera+shots%2C+lovely+woman.&modelInputVersion=v2&aspectRatio=widescreen&creativity=7&guideStrength=69&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A16%2C""focal_length""%3A273%2C""shutter_speed""%3A0.016}}&style=harsh_light"
r1328ee94t,"There is a river running through a town with mountains in the background, reportage photo, hotel, july.",77:51,3,4.356449229,4.356449229,0.999,2,2,3,768,1408,704,48,HeunEDMSampler,VanillaCFG,7.338440055,TRUE,42,EulerEDMSampler,VanillaCFG,9.669727348,TRUE,4:3,multiexposure+shot_from_above,portrait,99,4,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+river+running+through+a+town+with+mountains+in+the+background%2C+reportage+photo%2C+hotel%2C+july.&modelInputVersion=v2&aspectRatio=portrait&creativity=4&guideStrength=99&exif={""mode""%3A""auto""}&style=multiexposure&style=shot_from_above"
r132d538et,"There are many people walking around in the city on a cloudy day, wide grand staircase, budapest street background, at the park, grotto, documentary photo, some trees in the corner, french village exterior, but not pretty, contrast, stand.",77:51,4,7.777505141,7.777505141,0.998,2,2,3,768,896,1088,43,HeunEDMSampler,VanillaCFG,6.018010644,FALSE,,,,,,9:16,fisheye,widescreen,0,7,manual,22,0.0006,149,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+are+many+people+walking+around+in+the+city+on+a+cloudy+day%2C+wide+grand+staircase%2C+budapest+street+background%2C+at+the+park%2C+grotto%2C+documentary+photo%2C+some+trees+in+the+corner%2C+french+village+exterior%2C+but+not+pretty%2C+contrast%2C+stand.&modelInputVersion=v2&aspectRatio=widescreen&creativity=7&guideStrength=0&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A22%2C""focal_length""%3A149%2C""shutter_speed""%3A0.0006}}&style=fisheye"
r133bb357t,"Arafed man working on a machine in a shoe shop, dutch style, wooden, well preserved, stamp, viewed from the side, about to step on you, in the style of Greg Rutkowski, seurat, buds, swiss, blending, solemn, welcoming, haunting.",77:51,1,7.934975427,7.934975427,0.999,3,9,9,768,1728,576,36,DPMPP2SAncestralSampler,VanillaCFG,6.722905668,TRUE,36,EulerEDMSampler,VanillaCFG,3.402427489,FALSE,2:3,antique_photo+cool_colors+photographed_through_window,square,44,3,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=Arafed+man+working+on+a+machine+in+a+shoe+shop%2C+dutch+style%2C+wooden%2C+well+preserved%2C+stamp%2C+viewed+from+the+side%2C+about+to+step+on+you%2C+in+the+style+of+Greg+Rutkowski%2C+seurat%2C+buds%2C+swiss%2C+blending%2C+solemn%2C+welcoming%2C+haunting.&modelInputVersion=v2&aspectRatio=square&creativity=3&guideStrength=44&exif={""mode""%3A""auto""}&style=antique_photo&style=cool_colors&style=photographed_through_window"
r133c5a52t,"There is a stone staircase leading up to a building with a clock tower, red bricks, theater stage, at an archaeological dig site, view from the side, salt flats with scattered ruins, the great door of hell, real life photo, front photo.",77:51,3,3.091450749,3.091450749,0.996,2,5,2,768,960,1024,36,EulerEDMSampler,IdentityGuider,,TRUE,45,HeunEDMSampler,VanillaCFG,,TRUE,4:3,,widescreen,100,9,manual,1.4,0.008,190,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+stone+staircase+leading+up+to+a+building+with+a+clock+tower%2C+red+bricks%2C+theater+stage%2C+at+an+archaeological+dig+site%2C+view+from+the+side%2C+salt+flats+with+scattered+ruins%2C+the+great+door+of+hell%2C+real+life+photo%2C+front+photo.&modelInputVersion=v2&aspectRatio=widescreen&creativity=9&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.4%2C""focal_length""%3A190%2C""shutter_speed""%3A0.008}}"
r1344c943t,"There is a white swan that is standing in the water, italian renaissance architecture, mud and brick houses, fortress gateway, bricks flying outwards, mantegna, taken on a Nikon, editorial photo.",77:51,2,6.61875396,6.61875396,0.999,3,2,3,768,1088,960,37,DPMPP2MSampler,VanillaCFG,2.056211548,TRUE,42,DPMPP2SAncestralSampler,VanillaCFG,3.289424624,TRUE,4:3,surreal_lighting,landscape,50,9,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+white+swan+that+is+standing+in+the+water%2C+italian+renaissance+architecture%2C+mud+and+brick+houses%2C+fortress+gateway%2C+bricks+flying+outwards%2C+mantegna%2C+taken+on+a+Nikon%2C+editorial+photo.&modelInputVersion=v2&aspectRatio=landscape&creativity=9&guideStrength=50&exif={""mode""%3A""auto""}&style=surreal_lighting"
r13493fa3t,"There is a bird that is sitting on a rock near the water, dolomites in the background, lianas, a photo, roman nose, flattering photo, icarus falling from the sky, gimli, seen from a long distance, citadel, full shot photo, sail, close-up photo.",51:77,3,6.501417266,6.501417266,0.998,4,0,3,768,1600,640,46,HeunEDMSampler,VanillaCFG,3.501561382,TRUE,42,DPMPP2SAncestralSampler,VanillaCFG,4.366605921,TRUE,3:4,dramatic_light,portrait,50,4,manual,1.4,0.5,186,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+bird+that+is+sitting+on+a+rock+near+the+water%2C+dolomites+in+the+background%2C+lianas%2C+a+photo%2C+roman+nose%2C+flattering+photo%2C+icarus+falling+from+the+sky%2C+gimli%2C+seen+from+a+long+distance%2C+citadel%2C+full+shot+photo%2C+sail%2C+close-up+photo.&modelInputVersion=v2&aspectRatio=portrait&creativity=4&guideStrength=50&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.4%2C""focal_length""%3A186%2C""shutter_speed""%3A0.5}}&style=dramatic_light"
r134ba6abt,"There is a man walking in a field with a horse, angkor, mangrove swamp, the photo was taken from afar, perfect crisp sunlight, locusts and flies, somalia, lawns, editorial.",77:51,4,4.622988225,4.622988225,0.998,4,1,3,512,768,1280,48,DPMPP2MSampler,VanillaCFG,4.999149581,TRUE,35,DPMPP2SAncestralSampler,VanillaCFG,7.113523147,FALSE,2:3,cool_colors+multiexposure,portrait,100,6,manual,5.6,0.125,117,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+man+walking+in+a+field+with+a+horse%2C+angkor%2C+mangrove+swamp%2C+the+photo+was+taken+from+afar%2C+perfect+crisp+sunlight%2C+locusts+and+flies%2C+somalia%2C+lawns%2C+editorial.&modelInputVersion=v2&aspectRatio=portrait&creativity=6&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A5.6%2C""focal_length""%3A117%2C""shutter_speed""%3A0.125}}&style=cool_colors&style=multiexposure"
r135df877t,"There are many graves with flowers on them in a cemetery, pyrenees, editorial, prison, bright scene, april, residential, overview, caravaggio, featured.",89:134,1,7.8585756,7.8585756,0.997,4,4,3,768,896,1152,47,EulerAncestralSampler,VanillaCFG,3.898780298,TRUE,40,HeunEDMSampler,VanillaCFG,7.406596603,FALSE,9:16,pastel_colors,portrait,0,8,manual,1.2,0.004,99,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+are+many+graves+with+flowers+on+them+in+a+cemetery%2C+pyrenees%2C+editorial%2C+prison%2C+bright+scene%2C+april%2C+residential%2C+overview%2C+caravaggio%2C+featured.&modelInputVersion=v2&aspectRatio=portrait&creativity=8&guideStrength=0&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.2%2C""focal_length""%3A99%2C""shutter_speed""%3A0.004}}&style=pastel_colors"
r1372056ct,"There is a large body of water with a mountain in the background, inspired by Domenico Induno, mini lake, viewed from below, editorial, tourism, mountain forest in the background, far-mid shot, skary, no detail, lightweight, very deep.",77:51,4,6.738199189,6.738199189,1,2,2,3,768,896,1152,34,HeunEDMSampler,VanillaCFG,3.857564483,TRUE,43,DPMPP2SAncestralSampler,IdentityGuider,6.95191791,TRUE,1:1,muted+multiexposure+wide_angle,portrait,50,5,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+large+body+of+water+with+a+mountain+in+the+background%2C+inspired+by+Domenico+Induno%2C+mini+lake%2C+viewed+from+below%2C+editorial%2C+tourism%2C+mountain+forest+in+the+background%2C+far-mid+shot%2C+skary%2C+no+detail%2C+lightweight%2C+very+deep.&modelInputVersion=v2&aspectRatio=portrait&creativity=5&guideStrength=50&exif={""mode""%3A""auto""}&style=muted&style=multiexposure&style=wide_angle"
r1378de81t,"There is a large building with a steeple and a steeple on the top, helsinki, who was born in Tokyo in 1964, exorcist, in red gardens, USA-Sep 20, cinnamon, orthodox, foto, midday sun, canon, file photo, philip k d, canon photo.",77:51,2,8.087797432,8.087797432,0.997,1,2,3,512,832,1152,38,EulerEDMSampler,IdentityGuider,,TRUE,38,EulerAncestralSampler,VanillaCFG,,TRUE,3:4,dark+harsh_light+shot_from_above,square,90,3,manual,1.4,1,121,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+large+building+with+a+steeple+and+a+steeple+on+the+top%2C+helsinki%2C+who+was+born+in+Tokyo+in+1964%2C+exorcist%2C+in+red+gardens%2C+USA-Sep+20%2C+cinnamon%2C+orthodox%2C+foto%2C+midday+sun%2C+canon%2C+file+photo%2C+philip+k+d%2C+canon+photo.&modelInputVersion=v2&aspectRatio=square&creativity=3&guideStrength=90&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.4%2C""focal_length""%3A121%2C""shutter_speed""%3A1}}&style=dark&style=harsh_light&style=shot_from_above"
r137bcd7at,"Arafed ceiling with a stained glass window in a dome, gold dappled light, gold gilded circle halo, university, simple ceiling, neoclassical, rosette, boston, artistic lighting.",77:51,1,5.623573374,5.623573374,0.996,2,1,3,512,960,1088,49,EulerEDMSampler,VanillaCFG,6.44148787,FALSE,,,,,,1:2,landscape_photography,square,79,2,manual,2,0.004,27,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=Arafed+ceiling+with+a+stained+glass+window+in+a+dome%2C+gold+dappled+light%2C+gold+gilded+circle+halo%2C+university%2C+simple+ceiling%2C+neoclassical%2C+rosette%2C+boston%2C+artistic+lighting.&modelInputVersion=v2&aspectRatio=square&creativity=2&guideStrength=79&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A2%2C""focal_length""%3A27%2C""shutter_speed""%3A0.004}}&style=landscape_photography"
r137f062ft,"There is a red and white barricade on the side of the road, colorful autumn trees, running through Italian town, black and yellow colors, cars parked, editorial, but very good looking, parks and public space, people outside walk, some yellow green and blue, hospital, exclusive, covered in fallen leaves, typical.",51:77,1,3.632924184,3.632924184,0.998,3,2,3,768,1280,768,42,DPMPP2MSampler,IdentityGuider,,TRUE,35,DPMPP2MSampler,VanillaCFG,,TRUE,3:4,chaotic+grainy_film+surface_detail,landscape,74,10,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+red+and+white+barricade+on+the+side+of+the+road%2C+colorful+autumn+trees%2C+running+through+Italian+town%2C+black+and+yellow+colors%2C+cars+parked%2C+editorial%2C+but+very+good+looking%2C+parks+and+public+space%2C+people+outside+walk%2C+some+yellow+green+and+blue%2C+hospital%2C+exclusive%2C+covered+in+fallen+leaves%2C+typical.&modelInputVersion=v2&aspectRatio=landscape&creativity=10&guideStrength=74&exif={""mode""%3A""auto""}&style=chaotic&style=grainy_film&style=surface_detail"
r13837601t,"There is a large building that is in the middle of a field, inside the Roman Colosseum, the imperial palace, february, brutalistic environment, the sky, city park, barracks, october, severe-looking, grey, circuit, fascinating and imposing, mesa, pelisse, rifle.",134:89,2,5.393328943,5.393328943,0.998,2,3,4,768,768,1344,32,EulerAncestralSampler,VanillaCFG,8.593324375,FALSE,,,,,,2:1,golden_hour+shot_from_above,landscape,50,4,manual,1.4,0.066,47,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+large+building+that+is+in+the+middle+of+a+field%2C+inside+the+Roman+Colosseum%2C+the+imperial+palace%2C+february%2C+brutalistic+environment%2C+the+sky%2C+city+park%2C+barracks%2C+october%2C+severe-looking%2C+grey%2C+circuit%2C+fascinating+and+imposing%2C+mesa%2C+pelisse%2C+rifle.&modelInputVersion=v2&aspectRatio=landscape&creativity=4&guideStrength=50&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A1.4%2C""focal_length""%3A47%2C""shutter_speed""%3A0.066}}&style=golden_hour&style=shot_from_above"
r138ad247t,"Arafed ceiling with a clock and a dome with paintings on it, worship of the pope, fantastic lighting and shading, brown and gold, straight on portrait, gods eye view, round-cropped, craftsmanship, side view of a gaunt, belle, leading to a beautiful, tom.",77:51,2,3.276259318,3.276259318,1,3,1,4,768,1472,704,35,HeunEDMSampler,VanillaCFG,3.862852538,TRUE,29,HeunEDMSampler,VanillaCFG,5.914219702,TRUE,9:16,underwater+bw,landscape,100,8,manual,2.8,0.066,200,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=Arafed+ceiling+with+a+clock+and+a+dome+with+paintings+on+it%2C+worship+of+the+pope%2C+fantastic+lighting+and+shading%2C+brown+and+gold%2C+straight+on+portrait%2C+gods+eye+view%2C+round-cropped%2C+craftsmanship%2C+side+view+of+a+gaunt%2C+belle%2C+leading+to+a+beautiful%2C+tom.&modelInputVersion=v2&aspectRatio=landscape&creativity=8&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A2.8%2C""focal_length""%3A200%2C""shutter_speed""%3A0.066}}&style=underwater&style=bw"
r138ceafbt,"There is a stream running through a forest with yellow trees, dolomites, editorial image, beautiful ancient trees, in the Swiss Alps, tengri, streaming, sulfur, landscape, untitled.",51:77,1,6.367310505,6.367310505,1,2,1,4,512,1024,960,38,EulerAncestralSampler,VanillaCFG,7.767729619,FALSE,,,,,,2:3,dramatic_light,widescreen,100,9,manual,16,10,263,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+stream+running+through+a+forest+with+yellow+trees%2C+dolomites%2C+editorial+image%2C+beautiful+ancient+trees%2C+in+the+Swiss+Alps%2C+tengri%2C+streaming%2C+sulfur%2C+landscape%2C+untitled.&modelInputVersion=v2&aspectRatio=widescreen&creativity=9&guideStrength=100&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A16%2C""focal_length""%3A263%2C""shutter_speed""%3A10}}&style=dramatic_light"
r13907965t,"People walking on a bridge with statues of angels and a statue of a man, roman centurion, all roads lead to rome, digital photo, kings row in the background, bernini, stone bridge, regale, horror, wide shot, 1400s, cemetery, simba.",77:51,3,3.863867059,3.863867059,0.998,1,2,5,768,1216,832,36,HeunEDMSampler,VanillaCFG,4.943046299,FALSE,,,,,,9:16,vibrant_colors+multiexposure+surface_detail,widescreen,0,3,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=People+walking+on+a+bridge+with+statues+of+angels+and+a+statue+of+a+man%2C+roman+centurion%2C+all+roads+lead+to+rome%2C+digital+photo%2C+kings+row+in+the+background%2C+bernini%2C+stone+bridge%2C+regale%2C+horror%2C+wide+shot%2C+1400s%2C+cemetery%2C+simba.&modelInputVersion=v2&aspectRatio=widescreen&creativity=3&guideStrength=0&exif={""mode""%3A""auto""}&style=vibrant_colors&style=multiexposure&style=surface_detail"
r13928401t,"There is a large black and white kite hanging from the ceiling, airport, repeating fabric pattern, cat design, scandinavia, aboriginal engraving, laser cut, color corrected, angular shapes, spoiler, pony, intricate, bog.",77:51,1,5.905650145,5.905650145,0.995,1,9,9,768,896,1088,33,DPMPP2MSampler,VanillaCFG,11.42461292,TRUE,50,EulerEDMSampler,VanillaCFG,4.351291688,TRUE,3:2,antique_photo+chaotic+minimalism+landscape_photography,widescreen,50,5,auto,,,,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+large+black+and+white+kite+hanging+from+the+ceiling%2C+airport%2C+repeating+fabric+pattern%2C+cat+design%2C+scandinavia%2C+aboriginal+engraving%2C+laser+cut%2C+color+corrected%2C+angular+shapes%2C+spoiler%2C+pony%2C+intricate%2C+bog.&modelInputVersion=v2&aspectRatio=widescreen&creativity=5&guideStrength=50&exif={""mode""%3A""auto""}&style=antique_photo&style=chaotic&style=minimalism&style=landscape_photography"
r13934dc7t,"There is a small stream running through a grassy field with trees, dolomites, madrid, illuminated for rays of light, golf course, in the midst of high mountains, professional image, pine trees in the background, wide shot photo, rocky environment, morning, 24 mp, lianna, maternal, 70 mm photo.",77:51,1,7.051324415,7.051324415,0.999,2,1,5,512,896,1088,28,DPMPP2MSampler,VanillaCFG,7.751362306,FALSE,,,,,,5:4,golden_hour,widescreen,56,5,manual,4,1,182,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+small+stream+running+through+a+grassy+field+with+trees%2C+dolomites%2C+madrid%2C+illuminated+for+rays+of+light%2C+golf+course%2C+in+the+midst+of+high+mountains%2C+professional+image%2C+pine+trees+in+the+background%2C+wide+shot+photo%2C+rocky+environment%2C+morning%2C+24+mp%2C+lianna%2C+maternal%2C+70+mm+photo.&modelInputVersion=v2&aspectRatio=widescreen&creativity=5&guideStrength=56&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A4%2C""focal_length""%3A182%2C""shutter_speed""%3A1}}&style=golden_hour"
r13a16a0at,"There is a red door in the alley of a building, cinq terre, geometric lines in the sky, cinestill 800t 50 mm, kites, streets of calcutta, view from ground, hanging gardens, salvador, view from the back, cinestill 500, at noon, dark street, full width, town.",51:77,1,5.610560989,5.610560989,0.997,2,2,1,512,1472,704,46,EulerEDMSampler,VanillaCFG,3.285780233,FALSE,,,,,,3:4,pastel_colors,square,50,8,manual,16,1,277,"https://firefly.adobe.com/generate/images?style=photo&seed=42&seed=242&seed=4242&seed=2442&prompt=There+is+a+red+door+in+the+alley+of+a+building%2C+cinq+terre%2C+geometric+lines+in+the+sky%2C+cinestill+800t+50+mm%2C+kites%2C+streets+of+calcutta%2C+view+from+ground%2C+hanging+gardens%2C+salvador%2C+view+from+the+back%2C+cinestill+500%2C+at+noon%2C+dark+street%2C+full+width%2C+town.&modelInputVersion=v2&aspectRatio=square&creativity=8&guideStrength=50&exif={""mode""%3A""manual""%2C""details""%3A{""aperture""%3A16%2C""focal_length""%3A277%2C""shutter_speed""%3A1}}&style=pastel_colors"
